capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,ONEPhysicality/GameThread/RegionalDamage_ms,ONEPhysicality/GameThread/BloodFixedStep_ms,ONEPhysicality/GameThread/StumpCollisionTransfer_ms,ONEPhysicality/GameThread/RagdollInitialize_ms,PhysicsVerbose/AllWorkers/StepSolver_Gather_ms,Chaos/AllWorkers/ApplyConstraints_ms,PhysicsVerbose/AllWorkers/StepSolver_Scatter_ms,ONEPhysicality/GameThread/RagdollRest_ms,ONEPhysicality/GameThread/PartInitialize_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native,ONEPhysicality/Live_native,ONEPhysicality/RigidBodies_native,ONEPhysicality/Awake_native,ONEPhysicality/Wounds_native,ONEPhysicality/Phase_native,ONEPhysicality/Droplets_native,ONEPhysicality/Pools_native,ONEPhysicality/ProjectionTraces_native
13012,108.50270280000021,0,8.4704,2.8099,5.8225,2.8914,1.5605,0.0122,0.0255,0.0003,0.2036,0.2452,0.135,0.1279,0.3062,0.0004,0.0457,0.008,0.0095,0.0002,0.0345,0.2724,0.0007,0.0001,0.0301,1.0504,0.2377,0.0001,0.0403,0.0,0.0,0.0,0.0,0.1346,0.1608,0.0397,0.0,0.0,0.0,619.0,185.0,371.0,63.0,284.0,0.0,10.0,2.0,96.0,216.0,0.0,96.0,53.0,20.0,224.0,69.0,74.0,0.0,0.0,0.0,71.0,1298.0,199.0,8.0,2.0,1.0,17.0,185.0,67.0,12.0,9.0,0.0,0.0,0.0
13013,108.5111732000002,0,8.3173,2.6509,6.0646,2.8687,1.625,0.0124,0.0275,0.0004,0.2631,0.307,0.1359,0.1264,0.3179,0.0002,0.0476,0.0069,0.0104,0.0001,0.0355,0.2818,0.0008,0.0,0.0312,1.1981,0.1461,0.0002,0.0393,0.0,0.0,0.0,0.0,0.1344,0.1651,0.0435,0.0381,0.0,0.0,619.0,185.0,371.0,63.0,284.0,0.0,10.0,2.0,96.0,216.0,0.0,96.0,53.0,20.0,224.0,69.0,74.0,0.0,0.0,0.0,71.0,1298.0,199.0,8.0,2.0,1.0,17.0,185.0,67.0,12.0,9.0,0.0,0.0,0.0
13014,108.5194905000002,0,8.222,2.655,5.8035,2.8737,1.5461,0.0127,0.0264,0.0005,0.2039,0.2471,0.1262,0.1136,0.3271,0.0003,0.043,0.0072,0.009,0.0001,0.0313,0.2743,0.0007,0.0,0.0291,1.0241,0.2483,0.0001,0.0378,0.0,0.0,0.0,0.0,0.1317,0.1547,0.0429,0.0,0.0,0.0,619.0,185.0,371.0,63.0,284.0,0.0,10.0,2.0,96.0,216.0,0.0,96.0,53.0,20.0,224.0,68.0,74.0,0.0,0.0,0.0,71.0,1298.0,199.0,8.0,2.0,1.0,17.0,185.0,67.0,12.0,9.0,0.0,0.0,0.0
13015,108.5277125000002,0,8.5399,2.6583,6.0323,2.9477,1.4965,0.0153,0.0311,0.0005,0.2155,0.2671,0.1275,0.1141,0.2875,0.0008,0.0463,0.0081,0.0088,0.0002,0.032,0.2689,0.0007,0.0001,0.0289,1.0083,0.1531,0.0002,0.041,0.0,0.0,0.0,0.0,0.1345,0.1661,0.0428,0.0036,0.0,0.0,619.0,185.0,371.0,63.0,284.0,0.0,10.0,2.0,96.0,216.0,0.0,96.0,54.0,19.0,224.0,71.0,70.0,0.0,0.0,0.0,71.0,1298.0,199.0,8.0,2.0,1.0,17.0,185.0,67.0,12.0,9.0,0.0,0.0,0.0
13016,108.53625240000021,0,8.2252,2.6422,5.9351,2.695,1.5453,0.0123,0.0267,0.0005,0.2221,0.2651,0.1262,0.151,0.3288,0.0002,0.044,0.0068,0.0084,0.0006,0.0313,0.2719,0.0008,0.0001,0.0312,1.0473,0.2324,0.0001,0.0393,0.0,0.0,0.0,0.0,0.1339,0.1665,0.0397,0.0,0.0,0.0,619.0,185.0,371.0,63.0,284.0,0.0,10.0,2.0,96.0,216.0,0.0,96.0,55.0,20.0,224.0,71.0,74.0,0.0,0.0,0.0,71.0,1298.0,199.0,8.0,2.0,1.0,17.0,185.0,67.0,12.0,9.0,0.0,0.0,0.0
13017,108.5444776000002,0,8.7137,2.6892,6.2403,3.024,1.6576,0.0119,0.0305,0.0004,0.2453,0.2922,0.1339,0.2114,0.4371,0.0003,0.0509,0.0073,0.0106,0.0002,0.0349,0.2835,0.001,0.0002,0.0357,1.2171,0.1528,0.0,0.038,0.0,0.0,0.0,0.0,0.1422,0.1711,0.044,0.0029,0.0,0.0,619.0,185.0,371.0,63.0,284.0,0.0,10.0,2.0,96.0,216.0,0.0,96.0,54.0,20.0,224.0,70.0,74.0,0.0,0.0,0.0,71.0,1298.0,199.0,8.0,2.0,1.0,17.0,185.0,67.0,12.0,9.0,0.0,0.0,0.0
13018,108.55319130000021,0,8.445,2.7605,6.3378,2.7873,1.842,0.0119,0.0277,0.0004,0.2259,0.2695,0.1366,0.236,0.4204,0.0003,0.045,0.0068,0.0087,0.0001,0.0328,0.2892,0.0008,0.0001,0.0317,1.1702,0.1508,0.0001,0.0454,0.0,0.0909,0.0,0.0,0.1396,0.1659,0.0458,0.0,0.0,0.0,619.0,185.0,371.0,63.0,284.0,0.0,10.0,2.0,96.0,216.0,0.0,96.0,53.0,19.0,222.0,70.0,70.0,0.0,0.0,0.0,71.0,1298.0,199.0,8.0,2.0,1.0,17.0,185.0,67.0,12.0,9.0,22.0,73.0,12.0
13019,108.5616363000002,1,8.5132,2.883,6.6007,2.9154,1.7239,0.013,0.0299,0.0004,0.249,0.2966,0.1261,0.1328,0.4272,0.0003,0.0511,0.0116,0.0111,0.0001,0.0392,0.3267,0.0009,0.0001,0.0352,1.2618,0.1561,0.0002,0.0422,0.0,0.0,0.0,0.0,0.1423,0.1684,0.0429,0.324,0.0,0.0,619.0,185.0,371.0,63.0,284.0,0.0,10.0,2.0,97.0,216.0,0.0,97.0,53.0,20.0,223.0,71.0,74.0,0.0,0.0,0.0,71.0,1296.0,198.0,8.0,2.0,1.0,17.0,169.0,51.0,12.0,9.0,0.0,0.0,0.0
13020,108.5701495000002,0,7.4371,2.6701,5.6384,2.8906,1.5861,0.0124,0.0305,0.0006,0.2112,0.2583,0.1181,0.1246,0.287,0.0002,0.1363,0.0188,0.0195,0.0002,0.034,0.202,0.0014,0.0001,0.0269,1.0451,0.1518,0.0001,0.0376,0.0,0.0,0.0,0.0,0.1147,0.1363,0.0318,0.0,0.0,0.0,619.0,169.0,387.0,63.0,268.0,0.0,11.0,3.0,71.0,216.0,0.0,71.0,41.0,14.0,162.0,54.0,53.0,0.0,0.0,0.0,54.0,1180.0,151.0,8.0,2.0,1.0,17.0,169.0,51.0,12.0,9.0,0.0,0.0,0.0
13021,108.5775866000002,0,8.5654,3.0034,5.7949,2.8704,1.4799,0.0122,0.0247,0.0003,0.2149,0.2564,0.1286,0.134,0.3154,0.0003,0.0467,0.0071,0.0084,0.0001,0.0322,0.2749,0.0008,0.0001,0.0278,1.0272,0.1458,0.0,0.0369,0.0,0.0,0.0,0.0,0.1096,0.1396,0.1272,0.0,0.0,0.0,619.0,169.0,387.0,63.0,258.0,0.0,11.0,3.0,71.0,216.0,0.0,71.0,41.0,13.0,162.0,54.0,49.0,0.0,0.0,0.0,54.0,1180.0,151.0,8.0,2.0,1.0,17.0,169.0,51.0,12.0,9.0,0.0,0.0,0.0
13022,108.5861520000002,0,8.107,2.6372,5.864,2.9418,1.3992,0.013,0.0608,0.0005,0.1981,0.2767,0.1178,0.1153,0.2817,0.0001,0.0474,0.0119,0.0097,0.0001,0.033,0.1624,0.0008,0.0001,0.0362,0.9149,0.1351,0.0,0.0755,0.0,0.0,0.0,0.0,0.1062,0.1382,0.0297,0.0026,0.0,0.0,619.0,169.0,387.0,63.0,242.0,0.0,11.0,3.0,70.0,216.0,0.0,70.0,38.0,14.0,160.0,51.0,53.0,0.0,0.0,0.0,37.0,1180.0,151.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13023,108.59425900000019,0,8.1889,2.6389,5.3968,2.8431,1.2141,0.0095,0.0242,0.0005,0.2058,0.2441,0.1193,0.1026,0.2662,0.0002,0.0433,0.0073,0.0199,0.0002,0.0314,0.1551,0.0008,0.0,0.0221,0.841,0.1238,0.0,0.0373,0.0,0.0,0.0,0.0,0.071,0.0854,0.0203,0.0,0.0,0.0,619.0,169.0,387.0,63.0,242.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,21.0,8.0,87.0,28.0,32.0,0.0,0.0,0.0,37.0,1182.0,80.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13024,108.60244790000019,0,8.5268,2.8189,5.848,2.7827,1.1976,0.0082,0.0237,0.0003,0.1977,0.2344,0.1204,0.0974,0.2597,0.0002,0.0456,0.0058,0.0079,0.0006,0.0304,0.1571,0.0012,0.0001,0.0228,0.8174,0.1364,0.0002,0.0345,0.0,0.0,0.0,0.0,0.0711,0.0919,0.0194,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,21.0,7.0,86.0,28.0,28.0,0.0,0.0,0.0,37.0,1184.0,81.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13025,108.61097470000018,0,7.9746,2.5591,5.5015,2.79,1.279,0.0091,0.0211,0.0005,0.212,0.2459,0.1715,0.0965,0.3091,0.0004,0.0556,0.0084,0.0083,0.0003,0.0358,0.1757,0.0007,0.0001,0.0232,0.9202,0.1261,0.0001,0.0477,0.0,0.0,0.0,0.0,0.0768,0.0891,0.023,0.0281,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,9.0,86.0,29.0,36.0,0.0,0.0,0.0,37.0,1186.0,82.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13026,108.61894930000018,0,8.3604,2.6926,5.4307,2.9266,1.1598,0.0086,0.0202,0.0003,0.1987,0.2316,0.1204,0.101,0.2639,0.0003,0.0445,0.0061,0.0066,0.0002,0.0284,0.1491,0.0007,0.0,0.022,0.8038,0.1168,0.0001,0.036,0.0,0.0,0.0,0.0,0.0675,0.0831,0.0172,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,23.0,9.0,86.0,30.0,36.0,0.0,0.0,0.0,37.0,1188.0,83.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13027,108.62730970000018,0,8.3562,2.781,5.2692,2.9093,1.1307,0.0087,0.0204,0.0004,0.2181,0.2512,0.1108,0.1115,0.2636,0.0003,0.0396,0.0053,0.0068,0.0002,0.0245,0.1462,0.0007,0.0001,0.0206,0.8047,0.1021,0.0,0.0338,0.0,0.0,0.0,0.0,0.0703,0.0822,0.0201,0.0029,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,7.0,86.0,30.0,28.0,0.0,0.0,0.0,37.0,1189.0,84.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13028,108.63566590000018,0,8.2882,3.0216,5.4031,2.7036,1.1366,0.0084,0.0201,0.0004,0.197,0.2298,0.1163,0.1035,0.2649,0.0003,0.0413,0.0062,0.0068,0.0006,0.0264,0.1514,0.0007,0.0,0.0217,0.7958,0.1127,0.0001,0.0325,0.0,0.0,0.0,0.0,0.0723,0.0885,0.0214,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,9.0,86.0,29.0,36.0,0.0,0.0,0.0,37.0,1189.0,84.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13029,108.64395410000017,0,8.396,2.5597,5.4138,2.8741,1.1607,0.009,0.0208,0.0005,0.1837,0.2178,0.1241,0.11,0.2803,0.0002,0.044,0.0062,0.0084,0.0001,0.0281,0.1559,0.0007,0.0001,0.0211,0.8095,0.1264,0.0001,0.0326,0.0,0.0,0.0,0.0,0.0709,0.0895,0.0215,0.0028,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,8.0,86.0,30.0,32.0,0.0,0.0,0.0,37.0,1189.0,84.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13030,108.65235010000018,0,9.1434,2.877,6.4071,2.8903,1.3405,0.0092,0.0224,0.0004,0.2491,0.2852,0.2388,0.0992,0.3844,0.0004,0.0442,0.0064,0.0065,0.0001,0.027,0.1602,0.0007,0.0,0.0216,0.9906,0.1123,0.0002,0.0351,0.0,0.4592,0.0,0.0,0.0743,0.0918,0.0192,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,9.0,87.0,30.0,36.0,0.0,0.0,0.0,37.0,1189.0,84.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,21.0,73.0,12.0
13031,108.66149350000018,0,7.8699,2.8705,5.8985,3.0037,1.4356,0.0094,0.0208,0.0004,0.3003,0.336,0.1213,0.1057,0.2661,0.0002,0.0448,0.006,0.0078,0.0001,0.0287,0.2135,0.0009,0.0003,0.0236,1.019,0.1555,0.0001,0.0373,0.0,0.0,0.0,0.0,0.0731,0.0882,0.0168,0.0071,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,8.0,84.0,30.0,32.0,0.0,0.0,0.0,37.0,1191.0,85.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13032,108.66936340000018,0,8.1887,3.2825,5.6983,2.9085,1.2033,0.01,0.0208,0.0005,0.2052,0.2409,0.1135,0.0968,0.2489,0.0001,0.0449,0.0059,0.0069,0.0001,0.0281,0.1548,0.0009,0.0001,0.022,0.8028,0.1278,0.0001,0.0378,0.0,0.0,0.0,0.0,0.0678,0.0856,0.0155,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,9.0,88.0,30.0,33.0,0.0,0.0,0.0,37.0,1191.0,85.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13033,108.67755210000018,0,8.2733,2.698,5.5677,2.7589,1.2951,0.0088,0.0222,0.0005,0.1935,0.2282,0.124,0.1102,0.2786,0.0003,0.045,0.0063,0.0085,0.0002,0.0294,0.1596,0.0012,0.0001,0.0349,0.8626,0.1757,0.0002,0.0356,0.0,0.0,0.0,0.0,0.0733,0.0938,0.0201,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,8.0,88.0,30.0,32.0,0.0,0.0,0.0,37.0,1189.0,84.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13034,108.68582540000018,0,7.9734,2.5816,5.3149,2.7157,1.1951,0.0082,0.0209,0.0004,0.2101,0.2434,0.123,0.1065,0.2728,0.0003,0.0446,0.0063,0.0079,0.0001,0.0273,0.1509,0.0007,0.0001,0.0215,0.8329,0.1218,0.0002,0.0378,0.0,0.0,0.0,0.0,0.0705,0.0909,0.021,0.0036,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,10.0,88.0,30.0,37.0,0.0,0.0,0.0,37.0,1189.0,84.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13035,108.69379880000018,0,8.6732,2.7107,5.4141,2.855,1.247,0.0088,0.0206,0.0004,0.2045,0.2388,0.1235,0.1019,0.2708,0.0002,0.0451,0.0064,0.0079,0.0002,0.0296,0.2089,0.0006,0.0001,0.0222,0.8795,0.1185,0.0001,0.0337,0.0,0.0,0.0,0.0,0.0737,0.1263,0.0196,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,23.0,9.0,88.0,31.0,36.0,0.0,0.0,0.0,37.0,1189.0,84.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13036,108.70247200000018,0,8.0446,2.6197,5.4691,2.6975,1.1559,0.0087,0.0214,0.0004,0.1867,0.222,0.1567,0.076,0.2662,0.0003,0.0439,0.0071,0.007,0.0003,0.0306,0.1517,0.0007,0.0001,0.0209,0.8235,0.11,0.0001,0.0324,0.0,0.0,0.0,0.0,0.0697,0.0884,0.0163,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,23.0,11.0,88.0,31.0,38.0,0.0,0.0,0.0,37.0,1189.0,84.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13037,108.71051660000019,0,8.3063,2.9314,5.1576,2.7923,1.151,0.0092,0.0226,0.0004,0.1928,0.2282,0.1199,0.0973,0.2597,0.0002,0.0431,0.0073,0.0072,0.0002,0.028,0.1595,0.0007,0.0002,0.022,0.805,0.1195,0.0,0.0332,0.0,0.0,0.0,0.0,0.0732,0.0934,0.019,0.0274,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,23.0,11.0,90.0,31.0,38.0,0.0,0.0,0.0,37.0,1189.0,84.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13038,108.71882290000019,0,9.2089,2.6812,6.2048,2.6971,1.2228,0.0112,0.0228,0.0004,0.1991,0.2377,0.1209,0.1122,0.2768,0.0002,0.0461,0.0066,0.0077,0.0002,0.0297,0.1542,0.0008,0.0001,0.0217,0.8332,0.1282,0.0001,0.038,0.0,0.0,0.0,0.0,0.0721,0.0894,0.0188,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,10.0,90.0,29.0,37.0,0.0,0.0,0.0,37.0,1197.0,88.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13039,108.7280318000002,0,8.2781,2.8984,6.2579,2.8496,1.2767,0.0087,0.023,0.0004,0.2133,0.2497,0.122,0.1026,0.2671,0.0003,0.0617,0.0073,0.01,0.0002,0.0412,0.1866,0.0008,0.0003,0.0235,0.9075,0.1334,0.0001,0.0419,0.0,0.0,0.0,0.0,0.0839,0.096,0.023,0.0025,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,11.0,90.0,30.0,38.0,0.0,0.0,0.0,37.0,1195.0,87.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13040,108.7363099000002,0,7.649,2.6416,5.3627,2.9128,1.2549,0.0103,0.0226,0.0005,0.2273,0.265,0.1345,0.1375,0.3171,0.0002,0.0475,0.0069,0.0078,0.0001,0.0303,0.1562,0.0007,0.0,0.0236,0.906,0.1233,0.0001,0.0347,0.0,0.0,0.0,0.0,0.0757,0.087,0.0191,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,38.0,216.0,0.0,38.0,22.0,11.0,90.0,30.0,38.0,0.0,0.0,0.0,37.0,1200.0,90.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13041,108.7439589000002,0,8.5492,2.582,5.5308,2.8976,1.2879,0.0106,0.023,0.0005,0.2134,0.2512,0.1308,0.1041,0.281,0.0003,0.0613,0.0133,0.0089,0.0001,0.0403,0.1621,0.001,0.0001,0.0217,0.8956,0.1265,0.0002,0.0334,0.0,0.0,0.0,0.0,0.0765,0.088,0.0229,0.0036,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,40.0,216.0,0.0,40.0,22.0,10.0,92.0,30.0,37.0,0.0,0.0,0.0,37.0,1200.0,90.0,8.0,2.0,1.0,17.0,169.0,35.0,12.0,9.0,0.0,0.0,0.0
13042,108.7525081000002,0,8.5593,2.7323,5.8282,2.7619,1.281,0.0083,0.0227,0.0005,0.185,0.2196,0.12,0.1037,0.3117,0.0002,0.0407,0.0065,0.0064,0.0001,0.0272,0.2374,0.0007,0.0,0.0211,0.9164,0.1087,0.0001,0.0343,0.0,0.0768,0.0,0.0,0.0701,0.0888,0.0184,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,40.0,216.0,0.0,40.0,22.0,11.0,90.0,30.0,38.0,0.0,0.0,0.0,37.0,1204.0,92.0,8.0,2.0,1.0,17.0,169.0,35.0,11.0,9.0,21.0,73.0,12.0
13043,108.7610674000002,0,8.2649,2.9454,5.9115,2.9173,1.3296,0.0092,0.0206,0.0004,0.2232,0.258,0.1629,0.109,0.3189,0.0003,0.046,0.0089,0.0078,0.0002,0.0287,0.1481,0.0011,0.0001,0.0216,0.8848,0.2022,0.0,0.0344,0.0,0.0,0.0,0.0,0.0688,0.0831,0.0176,0.0084,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,41.0,216.0,0.0,41.0,22.0,10.0,92.0,30.0,34.0,0.0,0.0,0.0,37.0,1206.0,93.0,8.0,2.0,1.0,17.0,169.0,35.0,11.0,9.0,0.0,0.0,0.0
13044,108.7693323000002,0,8.0548,2.8233,5.5536,2.839,1.2058,0.0098,0.0216,0.0003,0.2142,0.2507,0.1314,0.1066,0.2802,0.0001,0.0395,0.0057,0.0067,0.0002,0.0253,0.15,0.0007,0.0001,0.0201,0.8301,0.1055,0.0001,0.0377,0.0,0.0,0.0,0.0,0.0703,0.0902,0.0183,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,41.0,216.0,0.0,41.0,22.0,10.0,92.0,30.0,37.0,0.0,0.0,0.0,37.0,1206.0,93.0,8.0,2.0,1.0,17.0,169.0,35.0,11.0,9.0,0.0,0.0,0.0
13045,108.7773871000002,0,8.3561,2.7957,5.5355,2.8526,1.1966,0.0086,0.0218,0.0003,0.2116,0.2461,0.1242,0.1097,0.2816,0.0002,0.0443,0.0055,0.008,0.0002,0.0282,0.1574,0.0007,0.0,0.0237,0.8479,0.118,0.0,0.0373,0.0,0.0,0.0,0.0,0.0724,0.0893,0.0192,0.0,0.0,0.0,619.0,169.0,387.0,63.0,232.0,0.0,11.0,2.0,41.0,216.0,0.0,41.0,22.0,11.0,92.0,30.0,38.0,0.0,0.0,0.0,37.0,1208.0,94.0,8.0,2.0,1.0,17.0,169.0,35.0,11.0,9.0,0.0,0.0,0.0
13046,108.7857432000002,0,8.093,2.6226,5.382,2.825,1.2564,0.0089,0.0223,0.0004,0.1838,0.2187,0.1165,0.1133,0.275,0.0002,0.044,0.0085,0.0071,0.0002,0.029,0.2491,0.0008,0.0001,0.0274,0.9098,0.1218,0.0002,0.0342,0.0,0.0,0.0,0.0,0.0725,0.1767,0.0187,0.0033,0.0,0.0,619.0,169.0,387.0,63.0,229.0,0.0,11.0,2.0,42.0,216.0,0.0,42.0,22.0,11.0,94.0,30.0,38.0,0.0,0.0,0.0,34.0,1210.0,95.0,8.0,2.0,1.0,17.0,169.0,32.0,11.0,9.0,0.0,0.0,0.0
13047,108.7938362000002,0,9.1163,2.6529,5.9346,2.8132,1.4071,0.009,0.0205,0.0005,0.2316,0.265,0.1297,0.1068,0.288,0.0002,0.2131,0.0131,0.0084,0.0002,0.0293,0.1628,0.0007,0.0001,0.0204,1.053,0.1153,0.0,0.037,0.0,0.0,0.0,0.0,0.0707,0.0895,0.0218,0.0,0.0,0.0,619.0,169.0,387.0,63.0,229.0,0.0,11.0,2.0,43.0,216.0,0.0,43.0,19.0,9.0,97.0,26.0,33.0,0.0,0.0,0.0,34.0,1212.0,93.0,8.0,2.0,1.0,17.0,169.0,32.0,11.0,9.0,0.0,0.0,0.0
13048,108.8029525000002,0,7.8227,2.4425,5.5988,2.9687,1.3347,0.0107,0.0257,0.0008,0.2249,0.2679,0.1346,0.1121,0.2963,0.0003,0.0482,0.007,0.0091,0.0002,0.0268,0.153,0.0006,0.0,0.0201,0.8778,0.1263,0.0001,0.0335,0.0,0.0,0.0,0.0,0.0648,0.0842,0.0194,0.0,0.0,0.0,619.0,169.0,387.0,63.0,229.0,0.0,11.0,2.0,43.0,216.0,0.0,43.0,20.0,10.0,94.0,27.0,34.0,0.0,0.0,0.0,34.0,1212.0,93.0,8.0,2.0,1.0,17.0,169.0,32.0,11.0,9.0,0.0,0.0,0.0
